customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,Churn
0167-EFCUW,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.87,18.0,5,Yes
0168-EUEJJ,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,19.35,2,Yes
0169-SQUNI,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,40.75,211.87,0,No
0170-NASMM,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,84.39,382.8,1,Yes
0171-DAQHB,Female,1,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,33.01,35.35,0,No
0172-HGZZB,Male,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.67,707.64,3,No
0173-VVCRL,Female,0,Yes,Yes,50,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,73.89,3671.16,1,No
0174-AVLEY,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,26.21,1906.84,3,Yes
0175-QPOWO,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.49,1308.85,0,No
0176-EUNBK,Female,1,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,71.94,756.51,0,No
0177-SGFBF,Male,0,No,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),77.15,4903.28,2,No
0178-RBROS,Female,0,No,Yes,59,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,62.24,3749.55,2,No
0179-BTYFA,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.68,2469.19,2,No
0180-XOWJS,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),41.96,449.03,1,No
0181-QEDJX,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,62.36,4494.21,2,No
0182-QJQTX,Female,1,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,82.8,608.23,2,Yes
0183-EBFUB,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,75.71,93.81,1,No
0184-MKKPK,Female,0,Yes,No,50,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,38.25,1907.73,1,Yes
0185-SOYWW,Male,0,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,34.19,955.06,0,No
0186-PKVPH,Female,0,No,No,9,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,41.8,423.61,2,No
0187-DHDXY,Male,0,Yes,No,35,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,79.32,2730.44,4,No
0188-CCRZS,Female,0,Yes,Yes,46,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,55.72,2612.29,2,No
0189-SUERJ,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,58.54,3407.51,1,No
0190-VUFAE,Female,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.17,619.83,2,No
0191-ILZNB,Female,0,Yes,No,1,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.26,19.09,1,No
0192-QNZMI,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.71,876.94,2,Yes
0193-ZYOYV,Male,0,No,Yes,62,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),66.36,4161.99,0,No
0194-OXKPQ,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),86.41,608.13,1,No
0195-ZDAHQ,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,75.23,1236.91,1,No
0196-CTOOX,Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,49.45,340.31,1,No
0197-VNZWN,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,33.53,25.55,2,No
0198-XBMZN,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.2,4947.84,3,No
0199-XSGCO,Male,0,No,Yes,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,55.02,267.99,4,No
0200-WNKOM,Male,0,No,Yes,46,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.26,2335.19,0,Yes
0201-RZFCS,Female,0,Yes,Yes,13,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.17,730.69,1,Yes
0202-OYWEJ,Female,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),62.78,653.9,1,Yes
0203-GYQGV,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,64.46,4611.15,1,No
0204-ZLYQM,Male,0,No,Yes,34,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),46.48,1537.07,0,No
0205-TYDJC,Female,0,Yes,No,37,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,40.85,1440.44,0,No
0206-IMROD,Male,0,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),75.51,3419.28,1,Yes
0207-OVBOH,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,41.99,566.74,2,No
0208-HQLSJ,Female,1,No,Yes,26,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.51,1926.17,0,No
0209-IEFTZ,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,52.27,589.89,1,No
0210-BXMFE,Male,0,No,No,57,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.77,2929.21,1,No
0211-YAUVU,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.84,2195.29,1,Yes
0212-FFWPD,Female,0,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,101.04,3,No
0213-KXWIW,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),76.92,5529.65,1,No
0214-CSHED,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,39.67,1054.6,1,No
0215-XFBTK,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.65,1364.51,4,No
0216-DOFVQ,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.18,58.48,1,No
0217-XFSYB,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.44,1483.85,3,No
0218-OKHZS,Male,0,No,Yes,72,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),68.07,4806.3,1,Yes
0219-MLEFZ,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.86,866.83,0,No
0220-VDSTA,Female,1,No,No,18,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,37.98,614.77,0,No
0221-TQLOA,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.98,1127.67,2,Yes
0222-ZNFEK,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),40.11,392.1,2,No
0223-DMKCA,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.82,2071.47,1,No
0224-FRXJE,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,74.09,232.67,1,No
0225-WJLBM,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),49.44,3529.94,1,No
0226-HBTAE,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,63.74,445.34,0,Yes
0227-IQIKO,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.52,3325.24,0,No
0228-XFWCQ,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),70.48,832.07,1,No
0229-ELRNU,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,32.73,152.38,3,No
0230-XKIBL,Male,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,454.79,2,No
0231-CCAHV,Male,0,No,No,46,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.69,2892.16,0,No
0232-HKIEN,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,698.3,2,No
0233-CUEES,Male,0,No,Yes,8,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,21.07,136.05,0,No
0234-NZDYM,Female,0,No,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.43,606.66,1,Yes
0235-JYRHH,Female,1,No,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,73.45,4777.17,3,No
0236-GHNSF,Female,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,97.19,3894.26,1,No
0237-AWOAY,Male,0,No,Yes,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),44.99,1755.29,0,No
0238-QAOWB,Female,1,Yes,Yes,10,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.83,371.9,0,No
0239-NUHHS,Female,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,932.29,2,No
0240-GSFFC,Female,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.07,259.97,1,No
0241-GSHJT,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),43.02,666.59,0,No
0242-OOATG,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,76.46,859.26,1,No
0243-DFYAE,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.48,231.39,0,No
0244-WADVB,Male,1,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,81.95,1395.12,0,No
0245-JEJAV,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,66.96,89.31,1,No
0246-FMODM,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),81.94,1509.26,0,No
0247-XTXOH,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,84.72,3439.31,1,No
0248-EODLM,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,40.12,2962.37,1,No
0249-BSSDD,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,92.85,139.7,2,No
0250-ZKETK,Female,1,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.01,147.75,6,No
0251-JHFFH,Female,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),67.23,1348.56,5,No
0252-WOZNK,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.46,402.6,1,Yes
0253-LZMHR,Male,0,No,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),51.59,224.67,0,No
0254-YAOHK,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,81.72,1522.88,2,No
0255-LLDPD,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.45,679.95,1,Yes
0256-EXEHJ,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32.6,1789.26,1,No
0257-QZIVS,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.69,5460.39,0,No
0258-NHIVK,Female,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,58.38,2686.17,2,No
0259-WANEU,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),64.56,471.47,1,No
0260-ZNDVW,Female,0,Yes,Yes,44,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),36.66,1697.99,0,No
0261-YAVWS,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,473.77,0,No
0262-HOUOI,Female,1,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.63,1138.47,1,Yes
0263-UIJTY,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.12,5755.22,1,No
0264-UZICT,Male,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,66.49,2554.74,2,No
0265-YZKFB,Female,0,Yes,Yes,36,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,52.31,1848.32,1,No
0266-GRBQK,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),49.98,132.59,0,No
0267-LSVXY,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,67.04,4300.0,2,No
0268-GTFUX,Male,1,Yes,No,50,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,47.66,2429.97,1,Yes
0269-AQKVZ,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,47.06,581.4,2,No
0270-RUQGQ,Male,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,76.78,821.93,1,Yes
0271-TIQTV,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,121.07,1,No
0272-VHQGA,Male,0,Yes,No,1,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),35.12,46.34,1,Yes
0273-MWSXS,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),50.89,1800.32,3,No
0274-QMPHS,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),48.84,301.75,2,No
0275-RANSO,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,71.23,5126.0,1,No
0276-RBVQR,Female,1,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),42.84,2489.51,1,No
0277-FSDAH,Male,0,No,No,13,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,53.49,736.97,0,No
0278-WGCJJ,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,276.65,4,No
0279-SNBAW,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.04,263.14,2,No
0280-WRGHA,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,80.53,221.68,0,No
0281-YWCXW,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),69.46,67.95,3,Yes
0282-HVYOE,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,378.86,0,Yes
0283-CSAOH,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1328.97,0,No
0284-BCXNX,Male,0,No,No,72,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,56.52,4167.72,3,No
0285-NKPDT,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.59,1724.27,2,No
0286-EVUNW,Male,1,No,No,31,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),39.85,1203.23,3,No
0287-PRGJG,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.55,1408.9,4,No
0288-AWUSP,Female,1,Yes,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,40.17,966.53,1,No
0289-SDRBA,Female,1,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,94.76,601.04,1,No
0290-OETKJ,Male,1,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),65.76,2384.1,0,No
0291-BCWWL,Male,1,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.74,5327.02,1,Yes
0292-TEEFI,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.1,18.0,0,Yes
0293-BULCT,Male,1,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.8,276.21,2,No
0294-ZVLXQ,Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,51.73,436.47,0,Yes
0295-JXNWQ,Male,0,Yes,No,3,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,40.32,116.73,2,No
0296-RSQNI,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,77.94,626.21,1,No
0297-HBMYG,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.74,1204.16,2,Yes
0298-IVVKN,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),75.06,5433.97,1,No
0299-DZZMB,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,1099.89,0,No
0300-WEKFR,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,1272.75,1,Yes
0301-UJDIF,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),46.93,186.49,2,No
0302-BQEYF,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),56.19,101.76,3,No
0303-ZLWUJ,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),68.39,177.68,1,No
0304-VUYFH,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),83.01,6073.42,4,No
0305-BLMYU,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.09,129.29,0,No
0306-GJMQZ,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,57.48,1514.88,0,No
0307-UZNBV,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,57.47,459.91,1,Yes
0308-KASUD,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,81.67,85.99,3,No
0309-SZUKH,Male,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),45.01,53.7,1,No
0310-KDQGH,Female,0,Yes,No,39,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,55.59,2123.43,4,No
0311-CVBWO,Female,0,No,Yes,6,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.08,328.4,1,Yes
0312-XVVEX,Female,0,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,157.69,1,No
0313-AZDOT,Female,1,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.57,1317.98,0,No
0314-SCTKQ,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.11,2184.55,2,No
0315-MKBIZ,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,370.0,2,Yes
0316-BUIIH,Female,0,No,Yes,72,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.57,3805.73,0,No
0317-QAYKH,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.5,517.01,0,Yes
0318-JYGCC,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,85.12,611.75,2,No
0319-RELLS,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41.54,939.36,1,No
0320-FBLSE,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,54.37,984.03,4,Yes
